distance_traveled,trip duration,num_of_passengers,time of day
1678,4.75,1,138.75
687,4.12,1,105
565,2.04,1,60
896,2.54,1,82.5
181,2.14,4,41.25
900,4.41,2,90
1481,16,1,217.5
998,6.24,1,108.75
538,3.57,1,67.5
17,0.11,3,300
757,2.82,1,75
572,2.4,1,60
1184,6.82,1,120
720,3.49,1,78.75
504,1.82,1,52.5
380,2.03,1,52.5
1084,7.24,1,123.75
969,7.56,1,120
1479,6.76,1,135
696,3.06,1,75
1447,7.42,1,142.5
638,3.01,1,71.25
793,3.22,1,78.75
1131,3.86,1,97.5
620,2.11,1,63.75
800,4.02,2,82.5
490,2.33,1,52.5
1277,4.76,1,112.5
1595,11.68,1,183.75
356,1.19,1,37.5
654,5.36,1,90
276,1.45,1,37.5
635,2.2,1,63.75
1370,9.21,1,150
615,3.01,1,67.5
94,0.72,2,450
459,2.06,1,52.5
1345,2.06,1,105
1745,6.12,1,52.5
566,2.32,3,60
515,2.56,1,75
517,3.22,1,60
1444,5.86,1,131.25
3126,16.83,1,318.75
261,1.48,1,41.25
1494,6.79,1,135
5104,58.64,1,746.25
593,2.41,1,60
648,1.21,1,56.25
1148,14.16,1,202.5
589,4.1,1,75
924,5.01,1,97.5
1174,3.86,1,105
1749,7.77,1,157.5
749,3.35,1,78.75
327,1.35,1,41.25
833,1.88,1,75
1149,3.78,1,101.25
403,3.25,1,60
4118,13.9,1,322.5
1312,5.31,1,120
831,4.04,1,90
4241,14.19,1,341.25
408,1.29,1,45
1177,5.86,1,112.5
653,3.04,1,67.5
1852,10.3,1,168.75
557,2.17,1,60
1016,3.98,1,93.75
614,2.61,2,67.5
1012,3.46,1,93.75
1634,7.18,1,153.75
709,5.31,5,93.75
4902,20.42,2,408.75
270,1.34,1,37.5
453,2.54,1,56.25
396,1.63,1,48.75
925,4.28,1,93.75
812,6.18,1,108.75
1026,3.62,1,93.75
68,0.13,1,262.5
112,0.24,1,22.5
528,2.62,1,60
929,6.89,2,116.25
720,2.09,1,56.25
349,1.19,1,41.25
1576,6.36,1,142.5
441,2.66,2,56.25
699,4.35,1,82.5
527,1.88,1,56.25
631,3.38,1,71.25
131,0.31,1,26.25
20,0.16,1,18.75
812,5.86,1,101.25
2276,36.34,1,457.5
2004,5.7,1,157.5
951,0.1,1,18.75
696,3.93,1,75
1115,5.36,1,108.75
1153,5.39,1,112.5
1660,4.59,1,131.25
210,1.13,1,33.75
633,4.23,1,78.75
2148,30.85,2,397.5
612,3.49,1,75
1356,6.71,1,127.5
803,3.78,1,78.75
950,3.25,2,86.25
460,3.04,1,63.75
426,1.93,1,52.5
356,0.89,1,41.25
562,5.21,1,105
1031,2.86,1,90
658,3.14,1,97.5
731,3.07,1,71.25
890,2.25,1,78.75
698,3.67,1,150
916,4.84,1,93.75
879,4.18,1,90
254,0.84,1,33.75
423,1.75,1,52.5
1552,10.06,1,168.75
2001,6.12,1,161.25
3494,6.78,1,266.25
1907,11.1,1,202.5
1000,3.38,1,90
347,1.11,1,41.25
1117,5.17,1,112.5
453,2.11,1,52.5
1976,17.41,1,243.75
781,3.85,1,78.75
913,3.94,1,90
1137,6.6,1,123.75
1042,10.41,1,157.5
947,6.76,1,116.25
1141,11.43,1,172.5
861,2.57,1,75
2018,8.42,2,183.75
1187,5.42,1,108.75
1465,6.12,1,131.25
443,3.07,1,60
715,4.35,1,86.25
931,4.44,1,93.75
500,3.78,1,67.5
936,5.12,1,108.75
811,4.54,1,90
969,3.65,1,93.75
279,1.61,2,41.25
448,2.09,1,52.5
269,1.46,1,41.25
842,3.69,1,82.5
483,1.29,3,48.75
1394,12.07,1,180
742,5.57,1,97.5
283,0.5,1,152.25
12,0.14,2,900
1046,7.76,1,131.25
1155,9.12,1,153.75
411,1.54,1,48.75
459,2.33,1,56.25
512,1.59,1,52.5
391,1.38,1,45
1150,6.1,1,120
934,4.7,1,97.5
1258,6.53,1,127.5
1201,4.43,2,112.5
882,3.23,1,78.75
2053,11.86,1,206.25
281,1.75,1,41.25
1584,7.44,1,146.25
1693,6.08,2,146.25
496,2.88,1,63.75
773,4.44,1,86.25
815,2.45,1,75
674,3.78,1,75
513,3.27,1,67.5
580,3.14,1,67.5
804,3.27,1,78.75
1712,10.98,1,183.75
1384,6.84,1,138.75
287,1.35,2,41.25
497,3.15,1,63.75
523,2.51,6,63.75
1553,1.22,1,525
548,3.72,1,71.25
1882,11.1,1,277.5
308,1.42,1,41.25
659,4.18,2,78.75
391,0.84,1,45
322,2.48,1,52.5
591,6.21,2,101.25
961,8.34,1,127.5
1333,3.25,1,108.75
219,1.35,1,37.5
638,2.14,1,63.75
165,1.08,1,30
438,4.46,1,75
595,2.11,1,60
501,3.2,1,63.75
683,4.18,1,78.75
293,1.45,1,41.25
1519,5.31,1,131.25
496,1.43,1,52.5
338,1.83,6,45
459,1.53,1,48.75
390,1.61,1,45
999,2.54,1,86.25
389,1.66,1,48.75
630,4.04,1,75
648,4.84,1,82.5
419,2.09,1,52.5
1026,7.89,1,131.25
1810,6.82,1,165
407,2.37,1,52.5
749,3.3,1,78.75
403,2.24,1,52.5
670,2.06,1,63.75
630,3.73,6,71.25
80,0.27,1,150
598,5.39,1,93.75
280,1.72,1,45
1086,10.22,1,157.5
484,2.09,0,52.5
1000,3.03,1,86.25
1476,5.63,1,127.5
616,3.85,1,75
608,1.92,1,60
556,3.25,1,63.75
901,2.11,3,75
755,3.91,1,86.25
315,1.42,1,90
620,2.24,1,90
520,1.24,1,45
2013,19.97,1,281.25
812,8.34,1,300
536,3.15,1,63.75
338,1.32,1,45
999,2.45,2,82.5
584,2.8,1,90
274,1.21,1,60
1014,11.7,1,168.75
390,1.9,1,48.75
1022,3.85,1,90
555,3.54,1,71.25
887,3.19,1,82.5
846,4.51,1,86.25
1017,4.41,1,97.5
266,1.64,1,41.25
1344,11.59,1,180
603,10.44,1,142.5
1069,8.05,1,138.75
1033,5.05,2,101.25
1415,8,2,157.5
1718,4.91,1,131.25
314,1.71,1,45
552,1.58,1,56.25
902,2.37,1,82.5
831,4.18,1,90
739,1.98,1,63.75
298,1.77,1,41.25
2797,19.51,1,318.75
654,1.59,1,63.75
412,1.82,1,45
618,2.83,1,67.5
563,2.7,1,63.75
3732,18.91,1,333.75
586,5.33,5,86.25
1886,5.12,1,150
638,4.8,1,86.25
248,1.53,1,37.5
580,2.09,1,60
1543,3.2,1,120
808,4.02,1,82.5
382,2.01,1,48.75
1094,4.18,1,97.5
547,1.98,1,56.25
707,3.86,1,75
1550,11.56,1,191.25
897,5.99,1,101.25
2296,11.1,1,210
855,2.57,2,75
764,4.57,1,93.75
734,9.27,1,131.25
243,1,1,37.5
523,5.01,1,86.25
2,1.34,1,225
3533,13.31,1,288.75
353,1.59,6,45
487,1.35,6,48.75
403,1.21,1,45
900,4.96,1,101.25
872,5.36,1,97.5
451,2.11,1,52.5
702,2.19,1,67.5
450,1.92,1,52.5
952,9.4,1,142.5
243,0.93,1,33.75
535,2.24,1,56.25
733,6.04,1,97.5
2098,12.07,2,202.5
5096,10.94,1,393.75
846,3.54,1,82.5
1029,2.9,1,90
1194,12.12,1,172.5
976,3.54,1,86.25
556,3.22,1,67.5
1481,9.19,1,153.75
897,7.61,1,123.75
1182,3.3,1,105
508,3.19,1,63.75
3445,23.21,1,375
595,2.2,3,60
464,1.96,1,52.5
2928,18.57,2,315
307,0.9,1,37.5
532,1.82,1,52.5
1531,9.51,1,161.25
558,2.74,1,63.75
1577,10.94,1,183.75
505,2.08,1,56.25
291,1.22,1,37.5
687,6.05,1,101.25
97,0.37,2,22.5
588,6.71,1,105
1769,14.48,2,1125
264,0.97,1,33.75
617,3.2,1,67.5
976,10.88,1,153.75
653,2.82,1,67.5
999,3.89,1,93.75
817,3.86,2,82.5
364,1.46,1,41.25
1328,5.15,2,116.25
553,4.57,2,75
321,1.51,1,41.25
828,2.86,2,78.75
2599,5.05,1,187.5
1181,9.54,1,150
805,3.65,1,82.5
419,2.09,1,52.5
5,0.02,1,18.75
1202,13.78,1,195
572,3.33,1,71.25
683,5.01,1,90
1656,5.79,1,138.75
258,0.8,1,33.75
272,1.16,1,37.5
632,2.29,1,63.75
1207,3.52,1,150
647,5.6,1,142.5
1252,8.22,1,142.5
327,1.29,2,41.25
733,4.6,1,82.5
560,3.43,1,63.75
522,2.2,1,56.25
427,2.11,1,48.75
660,2.19,1,67.5
560,2.24,1,56.25
1552,5.57,1,138.75
666,4.35,1,78.75
365,2.25,1,48.75
1236,5.83,1,120
1140,4.15,1,105
582,2.11,2,60
674,6.44,2,97.5
1503,5.95,1,127.5
521,2.22,1,56.25
537,2.82,1,63.75
849,2.09,1,78.75
312,1.93,1,45
52,2.74,1,135
237,1.83,1,41.25
221,1.13,2,33.75
767,2.88,1,75
274,1.03,1,37.5
377,1.51,1,45
734,4.2,1,82.5
1344,19.17,1,247.5
659,2.25,2,63.75
542,2.7,1,63.75
2464,17.17,1,277.5
995,5.09,1,105
288,1.61,1,41.25
1131,8.92,1,142.5
1867,13.15,1,202.5
1642,9.43,1,161.25
782,3.3,1,78.75
805,8.34,1,127.5
731,2.78,1,71.25
431,1.71,1,48.75
712,2.72,1,71.25
176,0.69,1,30
2542,7.23,1,206.25
401,1.71,1,45
272,1.03,4,37.5
1810,7.4,1,157.5
558,4.52,1,78.75
831,4.83,1,93.75
623,3.19,1,67.5
1701,5.91,1,135
562,1.29,1,52.5
653,3.25,3,71.25
702,5.29,1,93.75
860,3.06,1,78.75
594,2.14,1,63.75
593,2.57,1,63.75
877,6.74,1,112.5
1504,8.27,1,161.25
919,4.28,1,86.25
868,11.09,1,153.75
974,4.76,1,97.5
732,3.75,1,82.5
382,1.87,1,48.75
1211,6.28,1,123.75
1199,3.19,2,101.25
1140,5.95,1,120
822,8.01,1,123.75
828,4.12,6,86.25
647,3.54,1,71.25
1067,3.77,1,97.5
2104,7.56,1,176.25
1417,12.79,1,198.75
505,2.35,1,56.25
724,3.6,1,78.75
126,0.76,5,30
1698,7.29,1,150
320,1.22,1,37.5
780,3.99,5,78.75
934,1.71,1,75
1414,13.29,1,195
829,3.06,1,82.5
406,1.13,1,45
1543,6.84,1,138.75
1359,4.38,1,116.25
976,6.34,1,112.5
2948,25.23,2,525
1186,5.12,1,108.75
1418,13,1,198.75
890,3.41,1,82.5
856,7.52,1,120
11373,39.11,1,892.5
1130,8.79,1,150
426,1.53,1,48.75
1683,7.92,1,168.75
341,1.26,1,41.25
205,1.01,1,33.75
488,2.51,1,56.25
512,2.2,1,60
349,1.53,1,45
1488,5.41,1,123.75
583,2.93,1,67.5
453,2.45,1,60
127,1.19,1,150
682,7.4,1,116.25
549,2.43,1,60
602,2.85,1,63.75
255,1.26,1,37.5
566,2.61,1,63.75
307,1.54,1,41.25
832,2.64,1,78.75
322,1.22,1,41.25
882,3.06,1,82.5
348,1.69,1,45
286,1.8,1,45
948,11.56,1,165
373,1.71,1,45
2342,13.2,2,243.75
825,13.45,1,262.5
789,2.96,1,78.75
1007,4.55,1,101.25
1795,15.45,1,240
854,3.67,5,82.5
565,2.22,1,60
1231,13.1,1,183.75
207,1.67,1,37.5
1330,6.52,1,123.75
917,1.45,1,78.75
901,2.59,1,82.5
422,1.93,2,52.5
214,1.53,1,37.5
636,2.53,1,67.5
297,1.87,1,45
2506,18.56,5,288.75
539,2.43,1,63.75
641,3.85,2,78.75
1388,5.26,1,127.5
659,4.84,1,82.5
851,4.14,1,90
1143,9.61,5,142.5
653,3.57,1,71.25
851,3.69,1,82.5
603,2.41,2,67.5
1494,3.11,3,120
2402,7.82,2,195
411,1.96,1,52.5
534,2.66,1,63.75
818,2.41,1,112.5
55,0.16,1,18.75
326,2.06,1,45
1055,3.77,1,97.5
15,0.16,1,18.75
1186,8.66,1,135
348,1.58,2,45
1046,4.36,1,97.5
1029,9.85,1,150
599,3.77,1,75
1014,6.65,1,112.5
363,2.03,6,48.75
872,4.1,1,90
460,2.67,1,56.25
927,4.65,1,93.75
1115,3.46,1,97.5
1408,15.8,1,221.25
935,3.73,1,90
1216,4.09,2,108.75
1743,9.21,5,172.5
663,2.54,1,67.5
614,2.27,1,60
1232,6.44,1,116.25
365,1.4,1,45
867,3.8,6,82.5
7900,22.97,1,570
1047,5.95,1,108.75
363,2.25,1,52.5
846,8.72,1,135
514,4.41,1,78.75
624,3.41,1,71.25
224,1.24,5,37.5
750,1.06,1,67.5
433,1.06,1,45
526,1.42,1,52.5
441,2.57,1,56.25
1698,18.83,1,262.5
207,1.17,1,33.75
1195,7.89,3,138.75
408,2.04,1,48.75
279,1.29,2,37.5
497,1.98,1,52.5
543,3.91,1,71.25
366,1.54,1,45
354,1.42,1,45
457,1.85,1,52.5
735,2.88,1,75
736,3.72,3,82.5
300,1.69,1,41.25
924,3.69,1,86.25
971,3.51,1,90
1392,17.38,1,225
1054,5.46,1,108.75
865,7.64,1,116.25
803,7.03,1,112.5
275,1.85,1,45
993,4.52,1,93.75
1907,6.76,3,0
551,2.53,1,56.25
844,3.32,5,82.5
2220,9.3,1,187.5
1165,8.85,1,146.25
280,1.61,1,41.25
1628,8.19,1,153.75
11,1.93,1,18.75
496,2.98,1,60
609,1.19,1,56.25
927,2.57,1,82.5
528,2.19,2,60
328,1.92,1,45
218,0.92,1,33.75
1652,6.87,6,150
330,1.93,1,45
1485,7.56,1,187.5
657,0.85,1,60
627,5.31,1,90
2893,10.33,1,232.5
1117,7.95,1,131.25
678,2.82,1,67.5
209,1,1,33.75
954,4.99,2,86.25
562,2.29,1,60
1820,5.44,1,146.25
1896,24.12,1,318.75
829,3.14,1,78.75
714,1.37,1,63.75
198,1.05,1,33.75
552,2.24,1,56.25
745,6.1,5,101.25
1194,5.25,1,108.75
757,6.44,1,108.75
523,2.01,1,52.5
917,3.22,1,86.25
530,3.78,5,71.25
199,0.95,1,33.75
2347,28.15,1,390
1544,11.93,1,187.5
801,4.47,1,86.25
499,2.25,1,56.25
620,2.24,1,63.75
391,2.9,1,56.25
701,4.51,1,78.75
726,2.32,1,63.75
14,0.26,1,18.75
508,2.74,1,60
1664,10.32,1,176.25
729,2.25,1,67.5
582,3.06,1,67.5
2181,17.53,1,270
254,2.03,1,45
152,0.63,1,26.25
679,7.77,5,112.5
685,2.16,1,63.75
661,2.62,1,67.5
202,0.76,1,33.75
511,2.74,1,60
398,1.61,1,45
972,4.31,1,93.75
665,1.77,1,63.75
2060,1.53,1,37.5
364,1.64,1,45
709,3.7,3,75
360,2.62,1,52.5
1519,13.71,1,202.5
603,2.96,1,63.75
1020,2.53,1,86.25
956,3.93,1,86.25
1574,6.15,1,150
632,3.57,1,71.25
1031,7.35,2,262.5
1422,7.08,1,138.75
196,0.9,2,30
517,4.43,1,78.75
220,1.05,1,33.75
492,2.09,1,56.25
1448,11.28,1,180
999,10.33,5,153.75
955,8.21,1,131.25
340,1.77,2,41.25
1423,9.17,1,157.5
338,1.69,1,45
1992,16.14,1,243.75
310,1.82,1,41.25
502,1.67,1,56.25
159,0.64,1,30
882,4.31,1,90
922,12.59,1,150
992,4.36,1,97.5
1069,9.64,1,146.25
1391,12.34,1,183.75
748,4.04,1,82.5
1024,12.96,1,180
258,2.38,1,45
892,4.73,1,93.75
448,1.72,2,48.75
642,2.19,1,63.75
1431,7.24,2,150
689,3.2,2,75
1972,9.98,1,198.75
2420,10.61,1,187.5
475,2.48,1,56.25
819,4.28,1,90
887,10.94,1,153.75
263,1.77,1,41.25
168,1.19,1,33.75
791,5.18,1,97.5
874,3.78,2,82.5
289,1.3,1,37.5
662,2.54,2,67.5
1451,6.69,1,142.5
1042,5.26,1,105
1215,6.18,1,123.75
348,1.32,1,41.25
259,2.41,1,45
392,2.11,1,48.75
403,2.24,1,52.5
1095,9.06,1,150
1151,4.75,1,108.75
370,2.11,1,48.75
241,1.4,1,37.5
737,5.5,1,93.75
521,2.09,1,56.25
417,2.22,1,45
339,1.24,1,45
728,5.49,1,93.75
231,1.58,1,37.5
633,2.25,1,63.75
913,8.05,1,131.25
872,2.9,1,78.75
1243,7.26,1,127.5
407,1.98,1,52.5
393,1.26,3,45
672,2.17,1,63.75
315,1.42,1,41.25
334,1.46,1,41.25
331,2.11,1,48.75
334,1.9,1,48.75
1464,16.38,1,228.75
1445,9.88,1,168.75
1442,4.78,1,120
325,1.22,1,41.25
965,3.86,1,93.75
1950,8.74,1,172.5
760,2.85,1,71.25
4252,32.17,1,472.5
713,3.43,1,75
419,2.32,1,52.5
763,2.96,1,78.75
1681,11.47,1,187.5
95,1.03,1,30
602,2.45,1,60
93,0.48,1,112.5
810,10.99,1,157.5
702,3.86,1,82.5
614,3.07,1,71.25
1100,6.34,1,112.5
1592,13.36,1,195
151,0.74,5,30
1997,8.29,2,180
1058,5.54,1,112.5
228,1.38,1,37.5
2150,10.7,1,210
529,2.27,1,56.25
1346,3.89,1,108.75
344,1.03,1,41.25
1040,4.7,1,97.5
1508,7.89,1,150
1865,10.46,2,187.5
284,0.93,1,37.5
873,4.28,1,86.25
425,1.38,1,48.75
1089,13.39,1,172.5
1524,6.28,1,131.25
320,1.46,1,41.25
892,4.18,1,90
13632,6.07,2,116.25
2009,9.72,1,180
513,2.09,1,60
854,2.61,1,78.75
1366,7.71,4,138.75
3820,10.86,1,292.5
1349,9.19,5,157.5
460,2.59,1,52.5
658,4.89,1,82.5
630,2.56,1,112.5
1074,4.3,1,97.5
774,3.22,1,75
615,3.14,1,67.5
1591,8.79,1,157.5
744,2.35,1,67.5
733,7.16,1,112.5
501,3.22,1,63.75
687,2.46,1,67.5
2743,9.01,1,221.25
836,4.2,1,86.25
4250,14.08,1,333.75
804,3.78,3,82.5
1460,6.87,1,142.5
352,1.71,1,45
814,5.02,1,90
481,2.12,1,56.25
1830,6.82,1,153.75
1945,8.26,1,165
494,3.98,1,67.5
303,2.54,1,48.75
503,2.93,1,63.75
302,1.74,1,41.25
585,2.88,1,63.75
718,2.98,1,75
965,4.67,1,97.5
619,10.11,1,138.75
634,4.7,2,82.5
1847,13.44,1,210
313,1.58,1,41.25
341,1.98,2,48.75
1131,4.55,1,112.5
1850,8.47,1,165
1033,5.26,1,105
862,4.54,1,90
522,2.25,0,60
765,3.06,1,75
1233,18.51,1,236.25
117,0.64,1,26.25
555,2.41,1,63.75
508,2.7,1,60
314,1.46,1,41.25
2289,12.26,1,221.25
583,1.71,1,56.25
656,4.57,1,78.75
1451,5.09,2,120
1424,8.95,1,153.75
326,1.92,1,45
835,3.49,1,78.75
1206,13.81,1,198.75
810,3.04,1,78.75
655,2.59,1,67.5
902,4.83,1,93.75
300,1.5,1,41.25
1585,8,1,150
371,1.42,1,45
1458,4.35,1,123.75
256,1.14,1,37.5
866,9.08,1,135
246,1.61,1,41.25
1697,7.93,1,150
696,3.28,1,75
1535,9.54,1,168.75
193,1.13,1,33.75
774,3.57,1,78.75
1633,6.52,1,146.25
216,1.67,1,37.5
201,1.08,1,33.75
647,1.77,1,60
916,2.09,1,78.75
964,7.64,1,127.5
840,5.09,1,93.75
258,1.51,1,41.25
995,4.68,1,97.5
720,1.48,1,67.5
728,2.03,1,67.5
1237,5.95,1,112.5
1881,4.67,1,153.75
385,1.83,1,48.75
330,1.09,1,41.25
269,1.43,1,41.25
999,2.74,2,86.25
705,3.06,1,71.25
438,1.35,1,45
1498,19.79,1,266.25
542,3.22,1,67.5
253,1.42,1,37.5
384,1.66,1,48.75
580,2.32,1,60
1390,4.78,1,116.25
1668,4.25,1,131.25
538,2.46,1,63.75
270,1.46,1,41.25
406,1.72,1,48.75
954,5.01,1,101.25
808,3.17,1,78.75
3938,10.62,1,303.75
1172,5.44,1,116.25
886,3.41,1,82.5
965,6.02,1,105
1452,8.14,1,150
1142,6.47,1,112.5
295,1.24,1,41.25
6,0.16,1,1125
1404,5.44,1,123.75
540,2.72,2,60
899,7.4,1,123.75
1366,9.25,1,150
662,3.86,1,75
161,1.35,1,375
1232,2.78,1,101.25
757,2.99,2,71.25
857,3.64,2,82.5
652,3.06,1,67.5
467,1.96,1,52.5
1575,8.21,1,150
2914,24.28,5,367.5
2064,5.31,1,157.5
441,1.74,6,48.75
1436,9.67,1,157.5
441,1.9,1,52.5
502,1.53,1,52.5
1100,6.86,1,127.5
845,4.35,1,93.75
569,2.29,1,60
727,3.03,1,75
1622,7.92,1,150
1012,4.35,1,97.5
702,2.14,1,67.5
1290,3.14,1,101.25
1153,2.88,1,63.75
592,3.4,1,67.5
637,2.56,1,63.75
1723,20.04,1,427.275
860,3.06,1,78.75
518,1.83,1,52.5
791,3.06,1,75
487,2.88,1,60
786,6.52,1,108.75
1019,10.27,1,150
104,0.63,1,26.25
246,0.8,1,33.75
989,6.65,1,116.25
939,4.18,1,93.75
539,2.82,1,63.75
428,2.35,1,52.5
733,2.48,1,71.25
665,2.74,1,71.25
1248,5.65,1,120
125,0.8,1,26.25
460,1.38,1,48.75
919,4.83,1,97.5
413,2.09,0,52.5
596,2.57,1,63.75
1119,4.72,1,97.5
245,0.32,1,33.75
1539,8.21,1,150
625,0.68,1,56.25
904,5.1,1,93.75
1030,3.27,1,93.75
322,1.22,1,41.25
1668,4.1,1,135
131,0.6,1,26.25
503,1.45,1,52.5
833,13.49,1,262.5
386,1.67,1,45
1354,8.45,1,150
157,0.95,1,30
1005,5.25,1,101.25
1354,7.69,1,138.75
790,3.56,1,78.75
2039,19.59,2,270
852,3.98,1,86.25
5,0.02,1,412.5
1061,4.14,6,97.5
674,4.17,1,78.75
406,2.09,1,52.5
739,2.86,1,71.25
574,4.81,1,82.5
2784,10.69,1,75
286,2.09,1,45
4451,12.09,1,322.5
243,2.16,1,41.25
786,2.56,1,75
823,3.7,1,82.5
298,1.32,1,41.25
511,3.35,2,262.5
984,5.89,1,112.5
1126,9.03,1,150
217,2.11,1,41.25
559,3.03,1,67.5
805,4.01,1,82.5
1146,8.08,1,142.5
983,5.54,1,108.75
724,3.78,1,82.5
442,1.77,1,48.75
1100,4.81,1,105
1246,6,1,120
520,6.08,5,93.75
741,1.5,1,67.5
424,2.09,1,52.5
640,2.27,1,67.5
2158,10.78,1,195
4298,11.07,2,318.75
748,6.07,2,97.5
2914,11.81,1,240
1331,5.57,1,120
1177,5.04,1,105
232,1.13,1,37.5
735,2.43,1,71.25
325,1.5,1,45
629,2.38,1,63.75
619,2.96,1,71.25
1221,6.42,1,120
434,1.72,1,52.5
417,1.45,1,48.75
423,1.29,0,48.75
682,2.91,1,67.5
328,0.77,1,37.5
654,2.3,1,63.75
807,8.79,1,131.25
659,5.29,5,86.25
362,1.79,1,48.75
322,1.22,1,41.25
1820,8.9,1,180
648,2.57,1,67.5
831,3.33,3,78.75
350,0.98,1,41.25
806,4.28,1,86.25
874,3.83,1,90
703,3.25,1,75
969,4.57,1,93.75
318,1.17,1,41.25
4,0.03,1,18.75
333,1.45,0,45
294,1.14,1,41.25
983,6.94,2,120
819,2.91,1,78.75
320,1,1,41.25
1560,20.52,1,345
2053,6.92,1,165
674,2.09,1,63.75
737,2.17,1,71.25
808,4.04,6,82.5
582,2.95,1,63.75
392,0.53,1,41.25
2140,11.25,1,213.75
1228,5.26,1,116.25
477,2.04,1,56.25
839,3.81,1,82.5
796,4.35,1,86.25
1126,2.78,1,86.25
701,2.62,1,71.25
817,4.67,1,90
1134,2.74,1,93.75
579,2.74,1,63.75
601,4.22,1,75
2556,9.58,1,225
613,3.86,1,71.25
467,2.46,1,56.25
2185,9.37,1,187.5
689,5.07,1,86.25
1468,3.6,1,116.25
277,2.25,1,45
634,2.46,3,63.75
903,6.12,1,112.5
898,13.55,1,176.25
1246,5.42,1,112.5
1222,4.33,1,108.75
1197,4.83,1,112.5
316,1.34,1,41.25
1015,5.15,1,101.25
416,2.08,2,48.75
340,1.53,1,41.25
710,2.48,1,67.5
1329,3.99,1,108.75
714,5.44,1,90
1554,6.71,1,142.5
984,4.33,1,97.5
620,9.37,1,131.25
1018,6.05,1,112.5
1161,5.09,1,105
343,2.16,1,48.75
350,1.61,6,45
851,2.74,1,78.75
976,7.24,2,157.5
459,2.69,1,56.25
699,4.57,1,86.25
1508,7.31,1,146.25
922,3.3,1,86.25
395,1.93,1,52.5
3952,6.76,1,285
1644,6.36,1,183.75
693,3.41,1,71.25
1136,5.68,2,112.5
1051,5.31,1,105
674,3.28,1,75
841,3.62,1,82.5
1394,6.81,1,135
659,3.59,1,71.25
594,2.74,1,63.75
560,2.08,1,56.25
1023,9.38,1,146.25
330,1.11,6,41.25
674,2.03,1,63.75
550,2.61,1,63.75
287,1.06,1,37.5
299,1.05,2,41.25
243,1.35,1,37.5
250,1.63,6,37.5
1304,8.66,4,146.25
131,0.5,2,26.25
3217,25.27,1,375
1021,2.25,1,86.25
1430,4.59,1,127.5
1392,5.62,2,127.5
1921,5.21,1,150
491,3.03,1,60
360,1.88,1,48.75
573,4.02,1,75
558,1.9,1,56.25
264,1.14,1,37.5
527,3.73,1,67.5
399,2.11,1,52.5
547,2.57,1,60
500,3.54,1,67.5
204,1.01,1,33.75
1732,13.07,1,217.5
1410,5.36,1,120
925,3.35,6,82.5
910,7.27,2,123.75
1035,2.32,1,90
506,2.45,1,52.5
1281,5.15,1,120
516,2.09,1,56.25
361,1.61,1,48.75
345,0.61,1,41.25
200,1.24,1,33.75
662,2.35,2,63.75
2195,7.9,1,180
473,1.46,2,48.75
478,3.2,1,63.75
529,2.59,1,56.25
1406,11.56,1,180
876,5.76,1,101.25
1424,14.87,1,213.75
365,1.61,1,45
190,0.56,1,30
654,2.61,1,67.5
331,1.54,1,45
1101,11.91,1,172.5
458,1.3,1,48.75
3404,16.25,1,330
472,2.24,2,56.25
72,0.47,1,150
1320,13.94,2,202.5
617,2.06,1,60
1106,21.07,1,333.75
940,5.12,1,105
591,1.67,3,56.25
239,1.03,1,37.5
727,3.7,1,82.5
991,16.62,1,225
2570,20.6,1,311.25
1154,1.9,1,93.75
985,9.38,2,146.25
1238,12.55,1,180
1247,2.43,3,101.25
444,1.63,1,48.75
525,2.9,2,63.75
914,3.38,1,86.25
1380,4.46,1,116.25
1130,5.31,1,105
3754,17.22,1,326.25
545,5.79,1,93.75
715,2.57,1,67.5
867,3.54,1,86.25
616,2.88,1,63.75
1745,10.3,1,187.5
497,2.12,2,56.25
1723,12.94,2,206.25
1013,9.74,1,146.25
538,1.93,1,56.25
378,2.61,1,56.25
1055,3.93,1,93.75
354,1.93,6,48.75
387,1.48,1,41.25
129,0.8,1,30
627,3.23,1,67.5
665,1.26,1,33.75
637,2.62,1,63.75
1590,6.76,1,138.75
2542,25.09,1,165
749,2.95,1,75
966,6.15,1,116.25
1043,2.75,1,90
604,2.41,1,60
1206,4.51,2,108.75
1361,5.84,1,123.75
1126,7.08,1,123.75
123,0.63,1,26.25
1019,3.86,1,93.75
5,0.13,1,75
1622,12.75,1,195
251,1.01,2,37.5
260,1.16,1,37.5
421,1.72,1,48.75
279,1.9,1,41.25
706,4.78,1,150
497,2.25,1,56.25
449,2.91,1,60
289,1.21,1,37.5
2081,10.7,1,187.5
2472,13.37,2,232.5
483,1.83,1,52.5
204,0.9,1,30
5,0.27,2,83.175
944,3.7,1,86.25
541,2.29,1,56.25
559,1.93,1,56.25
1359,7.5,1,142.5
970,3.72,1,90
1541,7.66,1,142.5
1453,13.04,1,195
870,4.47,1,86.25
618,4.7,1,78.75
199,0.47,1,30
1220,4.94,1,108.75
764,4.25,1,82.5
1671,8.53,1,161.25
873,5.25,3,97.5
1528,7.52,1,142.5
491,8.38,1,116.25
413,1.87,1,52.5
315,1.56,1,41.25
349,1.53,1,41.25
633,3.35,1,71.25
565,1.95,1,56.25
658,3.86,1,75
862,4.55,1,90
585,1.48,1,56.25
1731,31.88,6,390
1206,5.86,1,120
280,1.13,1,37.5
453,2.82,2,60
689,2.74,1,71.25
